取得日時,商品コード,商品名,ブランド,ランク,JANコード,仕入れ価格(税込),カテゴリ,特記事項,フジヤURL,eBayタイトル,eBay価格,画像フォルダ
2026-08-18 14:59,240001212192,,,AB,4044155209280,,,,   https://www.fujiya-avic.co.jp/shop/g/g240001212192/,,,output/240001212192
